Date,Julian Day,Time,Air Temp,Site,Conductivity,Water Temp,pH,Salinity,Turbidity,DO,Chloride
8/8/2019,585,10:11,21.11,ChCr01,1757,19.1,7.26,0.89,272.75,5.1,144.52
8/22/2019,599,9:58,22.78,ChCr01,2244,19.2,6.88,1.15,280,2.68,
9/8/2019,616,11:57,21.67,ChCr01,2457,17.2,7.85,1.27,,7.21,
9/30/2019,638,14:51,27.78,ChCr01,1216,20.1,7.74,0.61,,7.03,
6/21/2019,537,9:30,18.89,CmCr,291.5,18.9,8.08,0.14,,8.09,4.98
6/28/2019,544,9:47,23.89,CmCr,416.3,19.7,8.43,0.2,,8.1,16.78
7/4/2019,550,10:23,23.33,CmCr,414.7,22,8.53,0.2,,8.06,16.19
7/12/2019,558,8:27,20.56,CmCr,296.4,20.8,8.9,0.14,138,8.35,13.1
7/29/2019,575,8:32,23.89,CmCr,423.9,20.2,8.33,0.2,221.88,6.95,8.01
8/30/2019,607,13:09,27.78,CmCr,429.9,21,8.58,0.21,,8.64,
6/21/2019,537,11:30,21.67,CsCr,665,17.4,7.51,0.33,,8.89,98.55
6/27/2019,543,10:39,27.22,CsCr,835,18.3,7.62,0.41,,8.43,131.22
7/2/2019,548,11:02,28.33,CsCr,875,19,7.27,0.43,,6.75,139
7/9/2019,555,9:52,25.56,CsCr,892,19.4,8.3,0.44,26.48,7.38,93.6
7/16/2019,562,9:06,23.89,CsCr,896,20.1,7.97,0.44,24.43,6.69,106.31
7/23/2019,569,8:37,17.22,CsCr,884,18.9,7.91,0.44,,8.47,57.56
7/30/2019,576,9:09,22.78,CsCr,1057,19.7,7.85,0.53,23.08,5.56,88.5
8/6/2019,583,9:01,23.33,CsCr,1138,19.5,7.78,0.57,25.25,2.38,96.04
8/20/2019,597,8:41,22.22,CsCr,1261,20.2,7.55,0.63,34.13,4.62,
9/8/2019,616,12:40,21.67,CsCr,1211,18.6,7.23,0.61,,7.51,
9/30/2019,638,15:55,28.89,CsCr,833,21.1,7.63,0.41,,7.6,
6/21/2019,537,12:49,22.78,FdCr,481.8,18.9,8.31,0.23,,8.75,55.49
6/27/2019,543,12:00,30,FdCr,680,20.4,8.52,0.33,,8.32,132.01
7/2/2019,548,1:16,31.11,FdCr,635,21.6,8.41,0.31,,8.34,108.81
7/12/2019,558,13:10,24.44,FdCr,565,20.4,8.48,0.27,8.24,8.67,74.45
7/17/2019,563,11:35,25.56,FdCr,567,21.2,8.3,0.27,5.09,8.21,58.4
7/24/2019,570,14:34,23.89,FdCr,678,19.5,8.62,0.33,,8.98,56.69
7/29/2019,575,11:11,28.33,FdCr,712,20.5,8.56,0.35,16.28,6.68,94.78
9/8/2019,616,13:56,24.44,FdCr,735,20.2,8.02,0.36,,7.53,
6/3/2019,520,10:37,16.67,LrCr,632,15.9,8,0.31,6.25,10.41,47.77
6/11/2019,527,10:27,18.33,LrCr,563.8,17,8.15,0.27,9.49,9.04,46.17
6/19/2019,535,9:51,22.78,LrCr,601,19,8.07,0.29,7.41,8.4,53.99
6/26/2019,542,9:23,22.33,LrCr,522.7,17.6,8.17,0.25,19.15,8.98,40.18
7/1/2019,547,9:41,21.67,LrCr,556.9,18.7,7.94,0.27,15.1,8.62,31.19
7/2/2019,548,9:55,26.11,LrCr,552.8,20,8.25,0.27,,8.73,33.4
7/8/2019,554,9:28,22.22,LrCr,545,21,7.92,0.26,14.95,8.87,34.86
7/9/2019,555,1:18,30,LrCr,562,23.9,8.16,0.27,27.75,8.74,50.96
7/16/2019,562,10:42,25,LrCr,577,22.5,8.19,0.28,4.86,9.46,62.98
7/23/2019,569,9:50,18.33,LrCr,552,19.6,7.5,0.27,,8.63,28.47
7/26/2019,572,13:39,27.78,LrCr,667,22.1,8.46,0.32,,9.36,43.83
7/30/2019,576,10:26,24.44,LrCr,623,21.3,8.18,0.3,3.21,8.82,47.02
7/31/2019,577,10:07,22.22,LrCr,616,21,8.27,0.3,2.33,8.29,46.22
8/5/2019,582,9:42,23.33,LrCr,657,20.9,8.19,0.32,1.72,7.55,42.84
8/6/2019,583,10:10,25,LrCr,587,21.2,8.2,0.28,2.67,8.87,40.71
8/20/2019,597,10:22,24.44,LrCr,704,22.4,8.25,0.34,5.44,8.47,
8/21/2019,598,10:19,25,LrCr,664,23,8.21,0.32,5.24,8.18,
8/28/2019,605,12:53,24.44,LrCr,481.6,22,8.21,0.23,23.6,6.13,
9/8/2019,616,13:19,22.78,LrCr,751,22.2,8.2,0.37,,5.57,
6/4/2019,521,9:42,17.78,NoFr01,648,13.7,8.29,0.32,,11.18,36.56
6/12/2019,528,10:17,19.44,NoFr01,634,15.9,8.45,0.31,3.15,9.76,35.26
6/28/2019,544,10:34,25.56,NoFr01,545.4,19.9,8.55,0.26,,8.61,42.25
7/4/2019,550,11:26,27.22,NoFr01,542,23.1,8.5,0.26,,9.46,34.21
7/11/2019,557,12:01,24.44,NoFr01,572,22.4,8.35,0.28,8.07,9.39,29.65
7/18/2019,564,10:08,22.22,NoFr01,496.9,21.4,8.45,0.24,10.7,9.33,26.84
7/24/2019,570,9:40,18.33,NoFr01,622,17.2,8.42,0.3,,9.64,26.29
7/25/2019,571,9:41,18.89,NoFr01,644,17.5,8.48,0.31,,9.49,24.64
8/1/2019,578,9:56,21.11,NoFr01,629,20.6,8.49,0.31,2.8,8.88,26.73
8/8/2019,585,9:21,21.11,NoFr01,643,19.9,8.53,0.31,4.55,6.42,32.6
8/22/2019,599,9:10,22.78,NoFr01,697,20.9,8.39,0.34,4.77,4.3,
8/30/2019,607,14:17,27.78,NoFr01,680,22.5,8.59,0.33,,6.89,
9/18/2019,626,11:45,21.11,NoFr01,814,19,8.18,0.4,2.84,9.06,
6/4/2019,521,9:34,17.78,NoFr02,529.4,12.9,8.34,0.26,,10.38,45.1
6/12/2019,528,10:08,19.44,NoFr02,517.2,15,8.38,0.25,5.75,9.49,37.69
6/28/2019,544,10:26,25.56,NoFr02,483.4,19.5,8.43,0.23,,8.12,42.83
7/3/2019,549,9:14,22.22,NoFr02,477.6,20.6,8.91,0.23,,8.97,33.09
7/10/2019,556,8:47,24.44,NoFr02,498.2,20.2,8.93,0.24,10.9,8.55,45.05
7/24/2019,570,9:10,18.33,NoFr02,541.9,16.5,8.41,0.26,,9,27.06
7/29/2019,575,9:15,23.89,NoFr02,546.6,19.6,8.31,0.26,4.78,8.37,30.89
8/7/2019,584,9:23,20,NoFr02,481.1,20.4,8.52,0.23,18.6,7.66,28.81
8/30/2019,607,14:05,27.78,NoFr02,575,21.7,8.6,0.28,,6.81,
9/18/2019,626,11:36,21.11,NoFr02,663,17.7,8.02,0.32,4.15,7.6,
6/12/2019,528,9:57,19.44,NoFr03,413.2,14.1,8.43,0.2,13.22,9.19,12.17
6/28/2019,544,10:11,25.56,NoFr03,378.9,18.5,8.56,0.18,,8.58,15.22
7/4/2019,550,10:52,25.56,NoFr03,388.6,21.2,8.63,0.19,,7.72,13.01
7/11/2019,557,11:15,24.44,NoFr03,387.8,21.4,8.44,0.19,46.85,8.48,8.97
7/18/2019,564,9:48,21.67,NoFr03,360.8,20.5,8.38,0.17,20.95,8.77,8.79
7/24/2019,570,8:51,18.33,NoFr03,420.2,15.7,8.42,0.2,,8.31,4.56
7/25/2019,571,9:26,18.89,NoFr03,441,16,8.44,0.21,,8.65,8.3
8/1/2019,578,9:33,21.11,NoFr03,444.7,18.9,8.26,0.21,7.49,7.97,5.38
8/8/2019,585,8:56,18.89,NoFr03,447.1,18.8,8.47,0.22,14.6,7.4,10.17
8/22/2019,599,8:47,21.67,NoFr03,458.4,19.7,8.13,0.22,13.83,5.43,
8/30/2019,607,13:39,27.78,NoFr03,445.4,20.4,8.56,0.21,,7.23,
9/18/2019,626,11:25,21.11,NoFr03,495.2,17.4,7.98,0.24,9.79,7.56,
6/21/2019,537,11:13,21.67,NrCr,2049,17,7.08,1.05,,8.55,216.63
6/27/2019,543,10:22,27.22,NrCr,2112,18.1,7.17,1.08,,8.6,255.74
7/2/2019,548,10:33,26.11,NrCr,2478,17.8,6.55,1.28,,8.05,228.85
7/9/2019,555,11:13,25.56,NrCr,2263,19,7.04,1.16,71.85,8.52,246.81
7/16/2019,562,9:58,25,NrCr,2521,19,6.29,1.31,146.5,8.21,194.02
7/23/2019,569,9:15,18.33,NrCr,2247,18.3,6.43,1.15,,7.02,165.27
7/30/2019,576,9:44,23.89,NrCr,2932,18.4,6.54,1.53,109.75,7.5,201.12
8/6/2019,583,9:35,23.33,NrCr,3096,17.6,6.49,1.62,94.15,7.19,154.45
8/20/2019,597,9:20,24.44,NrCr,3835,17.3,4.73,2.04,121.5,7.08,
9/8/2019,616,13:06,22.78,NrCr,3750,16.7,5.7,1.99,,5.4,
9/30/2019,638,16:23,28.89,NrCr,2485,19.5,6.83,1.29,,5.41,
6/3/2019,520,10:05,16.67,OhRv01,231.6,19.9,7.79,0.11,72.3,7.46,12
6/11/2019,527,9:48,17.22,OhRv01,221.1,19.6,7.73,0.1,33.35,7.8,7.97
6/19/2019,535,9:14,22.22,OhRv01,220.4,19.9,7.94,0.1,42.68,7.21,15.31
6/26/2019,542,8:49,22.22,OhRv01,190.2,20.4,7.92,0.09,40.15,7.39,14.25
7/1/2019,547,9:04,19.44,OhRv01,215.2,23.3,7.67,0.1,29.48,7.09,9.87
7/2/2019,548,11:57,28.33,OhRv01,228.3,24.4,8.1,0.11,,6.19,23.83
7/8/2019,554,8:51,22.22,OhRv01,245.5,25.1,7.6,0.12,51.3,7.27,15.54
7/16/2019,562,8:53,23.89,OhRv01,254.1,25,8.3,0.12,41.4,7.27,28.44
7/17/2019,563,8:55,25,OhRv01,256.4,25.5,8.19,0.12,22.73,6.03,25.06
7/25/2019,571,11:22,21.11,OhRv01,296.9,25.2,7.86,0.14,,6.67,21.08
7/30/2019,576,8:42,22.78,OhRv01,266.4,25.2,8.47,0.13,11.88,6.53,16.28
7/31/2019,577,8:51,21.11,OhRv01,273.5,25.4,8.16,0.13,13.88,6.81,15.89
8/5/2019,582,9:04,21.11,OhRv01,308.1,26.7,8.34,0.15,22.2,5.77,22.78
8/6/2019,583,8:40,23.33,OhRv01,313.6,26.1,8.72,0.15,10.9,6.62,25.28
8/20/2019,597,8:01,22.22,OhRv01,384,26.6,7.76,0.18,13.33,5,
8/21/2019,598,9:50,23.33,OhRv01,398.6,26.6,7.71,0.19,7.48,5.75,
8/28/2019,605,12:21,23.33,OhRv01,409.9,26,8.4,0.2,15.1,6.53,
9/30/2019,638,15:37,27.78,OhRv01,368.8,25.6,7.74,0.18,,7.71,
6/3/2019,520,9:50,16.67,OhRv02,233.4,19.3,8.14,0.11,49.7,7.98,10.48
6/11/2019,527,9:32,17.22,OhRv02,219.1,19.7,7.76,0.1,43.2,7.76,5.34
6/19/2019,535,8:59,22.22,OhRv02,221.4,19.9,7.9,0.1,77.4,7.91,8.63
6/26/2019,542,8:32,22.22,OhRv02,194,20.3,7.78,0.09,53.58,7.66,7.23
7/1/2019,547,8:47,18.33,OhRv02,214.1,23.3,7.71,0.1,21.9,7.13,6.27
7/4/2019,550,12:42,29.44,OhRv02,245.2,25.8,8.25,0.12,,6.73,25.69
7/8/2019,554,8:33,22.22,OhRv02,241.6,25.1,7.62,0.11,33.68,7.45,8.29
7/17/2019,563,8:42,25,OhRv02,251.5,25.6,8.49,0.12,23.3,5.7,25.25
7/25/2019,571,10:55,21.11,OhRv02,296.5,24.9,7.66,0.14,,6.16,23.79
7/26/2019,572,9:50,20,OhRv02,281.4,24.6,8.37,0.13,,6.6,14.14
7/31/2019,577,8:33,21.11,OhRv02,275.1,25.6,8.53,0.13,17.4,6.26,19.28
8/1/2019,578,11:06,24.44,OhRv02,283.8,26.4,7.64,0.13,12.1,4.96,22.92
8/5/2019,582,8:46,21.11,OhRv02,308.3,26.7,8.67,0.15,17.73,5.59,19.99
8/8/2019,585,10:35,26.11,OhRv02,337.3,27.1,7.86,0.16,25.73,5.1,27.13
8/21/2019,598,9:34,23.33,OhRv02,396,26.9,7.82,0.19,27.4,6.22,
8/22/2019,599,10:23,24.44,OhRv02,389.9,27.5,7.58,0.19,26.18,4.02,
8/28/2019,605,11:55,23.33,OhRv02,403.8,26,8.43,0.19,7.79,6.03,
9/8/2019,616,12:20,21.67,OhRv02,404.4,25.1,7.3,0.19,,6.17,
9/30/2019,638,15:24,27.78,OhRv02,371.6,25,7.73,0.18,,7.7,
6/3/2019,520,12:55,16.67,PrCr,546.8,15.8,8.3,0.27,18.6,9.68,29.99
6/11/2019,527,11:23,19.44,PrCr,513.3,16,8.4,0.25,194.75,8.53,30.96
6/19/2019,535,10:49,23.89,PrCr,513.2,18.7,8.51,0.25,55.65,8.41,42.89
6/26/2019,542,10:18,25,PrCr,477,17.7,8.43,0.23,23.33,8.63,31.05
7/1/2019,547,12:17,24.44,PrCr,483.5,19.2,8.47,0.23,64.4,8.69,27.7
7/2/2019,548,1:00,31.11,PrCr,477.9,21.9,8.51,0.23,,8.9,33.62
7/8/2019,554,11:52,24.44,PrCr,467.2,20.9,8.21,0.23,27.63,8.85,21.38
7/12/2019,558,12:32,24.44,PrCr,454,20.8,8.46,0.22,33.78,9.03,25.22
7/17/2019,563,11:24,25.56,PrCr,479.3,21.6,8.31,0.23,13.05,9.05,22.05
7/31/2019,577,13:16,25,PrCr,525,22.7,8.65,0.25,7.53,8.13,23.75
8/5/2019,582,11:39,27.78,PrCr,561,20.3,8.5,0.27,3.65,4.8,23.73
8/21/2019,598,11:19,25,PrCr,580,22.4,8.19,0.28,5.5,6.68,
8/28/2019,605,14:01,25,PrCr,448.8,21.7,8.46,0.22,56.6,4.69,
6/4/2019,521,10:06,17.78,ShCr02,1445,15.1,8.2,0.73,,9.95,235.39
6/12/2019,528,10:43,19.44,ShCr02,1134,17,8.49,0.57,4.25,8.83,154.97
6/28/2019,544,10:55,25.56,ShCr02,894,21.3,8.51,0.44,,7.64,143.47
7/4/2019,550,11:38,27.22,ShCr02,730,23.6,8.52,0.36,,8.69,88.38
7/11/2019,557,12:41,24.44,ShCr02,653,22.9,8.41,0.32,19.83,6.54,48.25
7/18/2019,564,10:25,22.22,ShCr02,685,21.8,8.46,0.33,10.67,9.08,41.43
7/24/2019,570,10:38,20,ShCr02,921,18.8,8.38,0.46,,8.8,83.27
7/25/2019,571,10:00,20,ShCr02,687,17.7,8.51,0.34,,9.08,29.85
8/1/2019,578,10:14,22.78,ShCr02,1200,21.5,8.56,0.6,4.65,7.78,156.3
8/8/2019,585,9:45,21.11,ShCr02,1543,21.3,8.59,0.78,4.88,5.12,270.15
8/22/2019,599,9:28,22.78,ShCr02,1162,21.6,8.47,0.58,4.29,4.01,
8/30/2019,607,14:36,27.78,ShCr02,1438,23.8,8.55,0.72,,7.04,
9/18/2019,626,12:00,21.11,ShCr02,2180,20.9,8.05,1.11,8.49,7.32,
6/4/2019,521,10:00,17.78,ShCr03,624.5,13.7,8.27,0.3,,10.05,42.63
6/12/2019,528,10:36,19.44,ShCr03,607,15.8,8.41,0.3,6.96,9.37,38.61
6/28/2019,544,10:50,25.56,ShCr03,534.6,19.7,8.45,0.26,,7.8,40.64
7/3/2019,549,9:28,22.22,ShCr03,521.9,20.6,8.38,0.23,,7.86,30.01
7/10/2019,556,10:15,24.44,ShCr03,563,21.4,8.65,0.27,8.87,8.93,39.9
7/24/2019,570,10:06,20,ShCr03,604,17.6,8.41,0.29,,8.92,27.75
7/29/2019,575,9:45,25.56,ShCr03,612,20.4,8.43,0.3,5.99,7.89,28.6
8/7/2019,584,9:51,20,ShCr03,509.2,20.7,8.51,0.25,40.58,7.84,26.61
8/30/2019,607,14:28,27.78,ShCr03,674,22.8,8.59,0.33,,6.69,
9/18/2019,626,11:51,21.11,ShCr03,804,19.3,8.23,0.4,2.53,8.77,
7/3/2019,549,12:50,27.22,ShCr05,448.8,22.5,8.59,0.22,,8.66,27.07
7/10/2019,556,10:55,24.44,ShCr05,451.9,21.2,8.59,0.22,48.68,8.79,28.45
7/24/2019,570,11:46,20,ShCr05,499.1,18.3,8.63,0.24,,9.09,21.73
7/29/2019,575,9:32,23.89,ShCr05,513.6,19.9,8.44,0.25,10.79,8.24,20.7
8/7/2019,584,9:38,20,ShCr05,450,20.2,8.55,0.22,51.88,7.43,21.81
8/30/2019,607,15:03,27.78,ShCr05,538,21.5,8.91,0.26,,7.94,
9/18/2019,626,12:18,21.11,ShCr05,630,16.4,8.54,0.31,4.59,8.5,
6/21/2019,537,10:15,18.89,ShCr06,583,17.8,8.23,0.28,,8.95,53.8
6/28/2019,544,11:02,27.22,ShCr06,942,21,8.6,0.47,,8.47,162.79
7/3/2019,549,9:38,22.22,ShCr06,1119,22.2,8.27,0.56,,8.26,175.45
7/10/2019,556,9:36,24.44,ShCr06,1219,22.2,8.35,0.61,4.97,8.23,213.89
7/24/2019,570,11:07,20,ShCr06,932,19,8.43,0.46,,9.07,78.14
7/29/2019,575,9:56,25.56,ShCr06,1628,21.4,8.26,0.82,16.7,7.4,267.44
8/7/2019,584,10:00,20,ShCr06,1140,21.9,8.39,0.57,10.87,8.02,148.06
8/30/2019,607,14:52,27.78,ShCr06,1448,23.9,8.65,0.73,,6.67,
9/18/2019,626,12:06,21.11,ShCr06,1727,19,8.35,0.88,6.12,8.89,
6/3/2019,520,10:46,16.67,WdCr,700,15.1,8.08,0.34,3.68,9.42,62.89
6/11/2019,527,10:35,18.33,WdCr,669,16.8,8.29,0.33,5.87,8.38,68.1
6/19/2019,535,10:00,22.78,WdCr,703,19.2,8.16,0.34,3.94,7.98,70.7
6/26/2019,542,9:33,22.33,WdCr,614,18.3,8.35,0.3,9.09,8.57,61.5
7/1/2019,547,9:52,21.67,WdCr,612,18.6,8.08,0.3,8.38,7.9,41.56
7/2/2019,548,9:35,26.11,WdCr,614,20.2,8.83,0.3,,8.38,66.02
7/8/2019,554,9:40,22.22,WdCr,595,20,8.06,0.29,10.2,8.94,40.14
7/9/2019,555,2:04,30,WdCr,618,24.5,8.36,0.3,9.47,8.01,51.61
7/16/2019,562,11:06,26.67,WdCr,592,22,8.42,0.29,3.14,8.33,62.39
7/23/2019,569,10:12,19.44,WdCr,654,19.2,8.02,0.32,,7.91,35.85
7/26/2019,572,14:12,27.78,WdCr,710,22.3,8.54,0.35,,8.52,51.89
7/30/2019,576,10:45,24.44,WdCr,664,21.1,8.33,0.32,2.44,7.73,47.94
7/31/2019,577,10:24,22.22,WdCr,656,20.8,8.37,0.32,27.15,7.34,51.24
8/5/2019,582,9:50,23.33,WdCr,710,20.8,8.32,0.35,2.08,7.15,50.37
8/6/2019,583,10:29,25,WdCr,708,21.7,8.45,0.35,1.91,7.71,57.55
8/20/2019,597,10:54,24.44,WdCr,760,22.7,8.17,0.37,9.46,5.76,
8/21/2019,598,10:30,25,WdCr,745,23,8.13,0.36,2.44,4.76,
8/28/2019,605,13:03,25,WdCr,639,22.1,8.38,0.31,6.44,5.6,
6/3/2019,520,10:30,16.67,WeCr03,446.1,18.8,7.88,0.22,13,7.53,21.51
6/11/2019,527,10:17,18.33,WeCr03,462.5,19.5,7.98,0.22,23.02,7.05,27.39
6/19/2019,535,9:43,22.78,WeCr03,434,21,7.95,0.21,48.33,6.74,34.27
6/26/2019,542,9:14,22.33,WeCr03,396.8,21.6,8.2,0.19,31.88,6.48,34.69
7/1/2019,547,9:32,21.11,WeCr03,418.1,22.9,7.99,0.2,13.6,4.69,24.87
7/2/2019,548,10:15,26.11,WeCr03,440.2,23.6,8.47,0.21,,7.47,38.17
7/8/2019,554,9:19,22.22,WeCr03,327.8,23.2,7.8,0.16,298.75,6.89,15.56
7/9/2019,555,12:27,30,WeCr03,373.3,24,7.78,0.18,95.48,7.37,24.89
7/16/2019,562,10:24,25,WeCr03,393.1,24.5,7.74,0.19,36.35,7.32,26.98
7/25/2019,571,11:54,23.89,WeCr03,449.5,21.6,8.1,0.22,,8.07,15.79
7/26/2019,572,13:10,27.78,WeCr03,483.7,23.3,8.48,0.23,,9.26,32.07
7/30/2019,576,10:07,23.89,WeCr03,491.3,24.4,7.81,0.24,30.33,7.02,35.19
7/31/2019,577,9:50,22.22,WeCr03,499.7,23.8,8.07,0.24,13.58,7.01,26.68
8/5/2019,582,9:33,23.33,WeCr03,538,24.3,8.16,0.26,10.19,4.62,31.75
8/6/2019,583,9:54,25,WeCr03,544,23.6,7.82,0.26,6.69,6.06,43.08
8/20/2019,597,9:50,24.44,WeCr03,557,24.8,7.74,0.27,21.48,5.49,
8/21/2019,598,9:11,23.33,WeCr03,566,24.8,7.91,0.27,24.35,3.8,
8/28/2019,605,12:46,24.44,WeCr03,438.5,22.1,8.19,0.21,187,5.4,
9/8/2019,616,12:54,21.67,WeCr03,529,22.5,7.7,0.26,,6.21,
6/3/2019,520,11:29,16.67,WeCr07,493.6,17.2,8.43,0.24,9.4,10.23,42.4
6/11/2019,527,11:38,20.56,WeCr07,468.3,19.1,8.53,0.23,25,8.74,40.13
6/19/2019,535,11:00,23.89,WeCr07,461.7,19.9,8.45,0.22,27.7,8.48,47.48
6/26/2019,542,10:29,25.56,WeCr07,441.6,20.2,8.59,0.21,15.72,8.7,46.95
7/1/2019,547,10:35,23.33,WeCr07,477.6,20.4,8.4,0.23,5.16,9.32,40.16
7/2/2019,548,12:23,31.11,WeCr07,465.5,24,8.24,0.22,,10.34,43
7/8/2019,554,10:21,23.89,WeCr07,378.1,22.4,8.29,0.18,100.5,8.12,30.7
7/9/2019,555,2:59,30,WeCr07,427,27.5,8.6,0.2,22.9,8.11,34.3
7/16/2019,562,11:32,26.67,WeCr07,478.1,23.9,8.57,0.23,10.5,10.3,42.06
7/23/2019,569,10:37,19.44,WeCr07,396.2,20.7,8.3,0.19,,7.75,23.35
7/31/2019,577,11:21,23.89,WeCr07,525.7,22.3,8.67,0.25,4.48,6.08,44.22
8/5/2019,582,10:23,25.56,WeCr07,573,21.5,8.63,0.28,4.48,6.62,55.2
8/21/2019,598,11:02,25,WeCr07,619,23.8,8.14,0.3,5.21,7.35,
8/28/2019,605,13:32,25,WeCr07,434.2,22.1,8.47,0.21,355,6.22,
9/8/2019,616,13:35,22.78,WeCr07,594,21.3,8.31,0.29,,7.83,
6/3/2019,520,11:40,16.67,WeCr09,383.9,19.1,8.44,0.18,13.5,8.04,25.47
6/11/2019,527,11:48,20.56,WeCr09,432.3,20.8,8.57,0.21,7.32,6.92,25.75
6/19/2019,535,11:10,23.89,WeCr09,389.7,21.7,8.5,0.19,85.78,5.91,35.24
6/26/2019,542,10:38,25.56,WeCr09,373.1,22.1,8.62,0.18,33.35,6.23,34.4
7/1/2019,547,10:46,23.89,WeCr09,401.1,22.2,8.4,0.19,11.18,5.89,25.34
7/3/2019,549,10:56,25.56,WeCr09,380,24.8,8.54,0.18,,6.71,30.17
7/8/2019,554,10:31,23.89,WeCr09,314.7,23.3,8.28,0.15,228.75,6.33,21.65
7/10/2019,556,1:46,30.56,WeCr09,406,28.1,8.41,0.19,44.63,9.14,23.71
7/17/2019,563,11:00,25.56,WeCr09,380.4,24.1,8.26,0.18,138.5,6.5,17.43
7/31/2019,577,11:42,25,WeCr09,431,24.9,8.55,0.21,46.45,6.07,23.72
8/5/2019,582,10:50,25.56,WeCr09,431.2,25.1,8.53,0.21,4.55,6.08,23.67
8/21/2019,598,11:49,25,WeCr09,476.4,26.2,8.01,0.23,4.87,4.94,
8/28/2019,605,13:42,25,WeCr09,250.7,23.6,8.41,0.12,158,4.43,
6/21/2019,537,12:30,22.78,WeCr11,304.3,18.8,8.34,0.15,,8.55,26.51
6/27/2019,543,11:42,27.22,WeCr11,485.1,22.3,8.6,0.23,,8.98,66.72
7/2/2019,548,12:48,31.11,WeCr11,479.4,24.2,8.45,0.23,,10.59,55.54
7/8/2019,554,11:43,24.44,WeCr11,388.1,22.6,8.33,0.19,67.73,8.49,33.26
7/12/2019,558,11:56,24.44,WeCr11,357.6,21.9,8.59,0.17,105.3,9.15,30.42
7/17/2019,563,11:15,25.56,WeCr11,484.2,22.9,8.27,0.23,17.85,7.54,37.01
7/31/2019,577,12:46,25,WeCr11,509.4,23.6,8.73,0.25,4.75,11.5,36.48
8/5/2019,582,11:31,25.56,WeCr11,563,22.7,8.61,0.27,4.65,4.6,51.97
8/21/2019,598,11:11,25,WeCr11,622,23.9,8.13,0.3,4.78,5.99,
8/28/2019,605,13:53,25,WeCr11,443.7,22.1,8.47,0.21,223.25,4.01,
6/21/2019,537,9:55,18.89,WrCr,277.6,16.2,8.03,0.13,,9.14,2
6/28/2019,544,10:16,25.56,WrCr,384,18,8.37,0.18,,8.63,5.44
7/4/2019,550,11:01,25.56,WrCr,397.1,20,8.58,0.19,,7.72,6.07
7/12/2019,558,9:17,20.56,WrCr,326.4,18.6,8.64,0.16,65.85,9.24,3.61
7/29/2019,575,9:00,23.89,WrCr,447.5,18.8,8.45,0.21,54.95,7.75,5.06
